Country,Variable,ModelType,Score_RMSE,Lowest_RMSE,BestPerformer
Algeria,E_EducationExpenditurePctOfGDP,Quadratic,78.72625541443112,78.72625541443112,TRUE
Algeria,E_LaborTaxPctOfProfits,Cubic,14.281594161331121,14.281594161331121,TRUE
Algeria,E_ConsumerPriceInflation,Cubic,223.44437306167288,223.44437306167288,TRUE
Algeria,E_FemaleUnemployment,Quadratic,121.39047704841357,121.39047704841357,TRUE
Algeria,E_ImportsPctOfGDP,Cubic,160.61470890712854,160.61470890712854,TRUE
Algeria,P_GovernmentEffectiveness,Quadratic,6.0563261079099675,6.0563261079099675,TRUE
Algeria,P_ControlOfCorruption,Cubic,2.6511046716477438,2.6511046716477438,TRUE
Algeria,P_RuleOfLaw,Cubic,3.7636823276826785,3.7636823276826785,TRUE
Algeria,P_CleanElectionsIndex,Cubic,1.7384072027295245,1.7384072027295245,TRUE
Algeria,S_AccessToCleanFuelsPctOfTotal,Quadratic,2.2393323220296435,2.2393323220296435,TRUE
Algeria,S_UrbanPopPctOfTotal,Quadratic,0.086654338023955,0.086654338023955,TRUE
Algeria,S_AccessToElectricityPctOfTotal,Cubic,10.282146287196289,10.282146287196289,TRUE
Algeria,S_UpperSecEduPctOfTotal,Quadratic,28.842128473705003,28.842128473705003,TRUE
Algeria,S_CompulsoryEducationYears,Constant,0,0,TRUE
Algeria,S_LaborParticipRateFemale,Quadratic,52.10923864964207,52.10923864964207,TRUE
Algeria,S_PopulationAged14OrLess,Cubic,8988869.691830706,8988869.691830706,TRUE
Algeria,V_CO2PerCapita,Quadratic,7.135885840263442,7.135885840263442,TRUE
Algeria,V_FertilizerUseKgPerHectare,Quadratic,182.62085216203727,182.62085216203727,TRUE
Algeria,V_AgriculturalLandPctOfTotal,Quadratic,0.8576320578193615,0.8576320578193615,TRUE
Algeria,V_ForestAreaPctOfTotal,Quadratic,0.3597656893088585,0.3597656893088585,TRUE
Algeria,H_AirPollutionMeanExpPctOfPop,Cubic,25.113000992375106,25.113000992375106,TRUE
Algeria,H_TotalSuicideRate,Cubic,4.004106702525224,4.004106702525224,TRUE
Argentina,E_GDPPerCapitaConstant,Quadratic,90571.2537639245,90571.2537639245,TRUE
Argentina,E_PovertyGap685Headcount,Quadratic,121.14163585940373,121.14163585940373,TRUE
Argentina,E_HealthExpenditurePerCapita,Cubic,11256.189832874876,11256.189832874876,TRUE
Argentina,E_ExportsPctOfGDP,Cubic,158.25701861602937,158.25701861602937,TRUE
Argentina,E_GiniIndex,Quadratic,57.21208656775543,57.21208656775543,TRUE
Argentina,E_EducationExpenditurePctOfGDP,Quadratic,22.70261070751422,22.70261070751422,TRUE
Argentina,E_LaborTaxPctOfProfits,Cubic,12.351074372119013,12.351074372119013,TRUE
Argentina,E_ConsumerPriceInflation,Quadratic,140.0975179960159,140.0975179960159,TRUE
Argentina,E_FemaleUnemployment,Quadratic,91.48524449625069,91.48524449625069,TRUE
Argentina,E_ImportsPctOfGDP,Cubic,111.192519613994,111.192519613994,TRUE
Argentina,P_GovernmentEffectiveness,Cubic,14.202001257498162,14.202001257498162,TRUE
Argentina,P_ControlOfCorruption,Quadratic,12.524243145692115,12.524243145692115,TRUE
Argentina,P_RuleOfLaw,Quadratic,14.545934089866797,14.545934089866797,TRUE
Argentina,P_CleanElectionsIndex,Cubic,1.1336486515657047,1.1336486515657047,TRUE
Argentina,S_AccessToCleanFuelsPctOfTotal,Quadratic,4.77153633902996,4.77153633902996,TRUE
Argentina,S_UrbanPopPctOfTotal,Quadratic,1.2140650913377835,1.2140650913377835,TRUE
Argentina,S_AccessToElectricityPctOfTotal,Quadratic,17.783874564872722,17.783874564872722,TRUE
Argentina,S_UpperSecEduPctOfTotal,Constant,0,0,TRUE
Argentina,S_CompulsoryEducationYears,Quadratic,24.736822731195137,24.736822731195137,TRUE
Argentina,S_LaborParticipRateFemale,Cubic,94.14234631347533,94.14234631347533,TRUE
Argentina,S_PopulationAged14OrLess,Cubic,5771621.776865332,5771621.776865332,TRUE
Argentina,V_CO2PerCapita,Cubic,11.852891260442536,11.852891260442536,TRUE
Argentina,V_FertilizerUseKgPerHectare,Cubic,529.8240766066932,529.8240766066932,TRUE
Argentina,V_AgriculturalLandPctOfTotal,Cubic,43.2550278617175,43.2550278617175,TRUE
Argentina,V_ForestAreaPctOfTotal,Quadratic,1.0267435715970563,1.0267435715970563,TRUE
Argentina,H_AirPollutionMeanExpPctOfPop,Quadratic,32.71302578234703,32.71302578234703,TRUE
Argentina,H_TotalSuicideRate,Cubic,28.979006199134517,28.979006199134517,TRUE
Armenia,E_GDPPerCapitaConstant,Quadratic,48464.27331651495,48464.27331651495,TRUE
Armenia,E_PovertyGap685Headcount,Cubic,384.96294203027827,384.96294203027827,TRUE
Armenia,E_HealthExpenditurePerCapita,Quadratic,7036.908475639837,7036.908475639837,TRUE
Armenia,E_ExportsPctOfGDP,Quadratic,353.8012484172509,353.8012484172509,TRUE
Armenia,E_GiniIndex,Cubic,161.442321079953,161.442321079953,TRUE
Armenia,E_EducationExpenditurePctOfGDP,Cubic,31.363006363388006,31.363006363388006,TRUE
Armenia,E_LaborTaxPctOfProfits,Cubic,571.1212678219249,571.1212678219249,TRUE
Armenia,E_ConsumerPriceInflation,Cubic,272.80076923212675,272.80076923212675,TRUE
Armenia,E_FemaleUnemployment,Quadratic,297.8087047183244,297.8087047183244,TRUE
Armenia,E_ImportsPctOfGDP,Quadratic,328.8885319754161,328.8885319754161,TRUE
Armenia,P_GovernmentEffectiveness,Quadratic,10.67450473565474,10.67450473565474,TRUE
Armenia,P_ControlOfCorruption,Cubic,8.746308604110038,8.746308604110038,TRUE
Armenia,P_RuleOfLaw,Quadratic,6.938099330605055,6.938099330605055,TRUE
Armenia,P_CleanElectionsIndex,Quadratic,11.877836987991932,11.877836987991932,TRUE
Armenia,S_AccessToCleanFuelsPctOfTotal,Quadratic,18.80198587711439,18.80198587711439,TRUE
Armenia,S_UrbanPopPctOfTotal,Cubic,4.0000748809347835,4.0000748809347835,TRUE
Armenia,S_AccessToElectricityPctOfTotal,Quadratic,13.2840729241301,13.2840729241301,TRUE
Armenia,S_UpperSecEduPctOfTotal,Cubic,185.90131963691374,185.90131963691374,TRUE
Armenia,S_CompulsoryEducationYears,Cubic,36.478404582965354,36.478404582965354,TRUE
Armenia,S_LaborParticipRateFemale,Cubic,46.9493349589972,46.9493349589972,TRUE
Armenia,S_PopulationAged14OrLess,Quadratic,1193648.1099021654,1193648.1099021654,TRUE
Armenia,V_CO2PerCapita,Cubic,13.350074285656092,13.350074285656092,TRUE
Armenia,V_FertilizerUseKgPerHectare,Cubic,4784.626272624932,4784.626272624932,TRUE
Armenia,V_AgriculturalLandPctOfTotal,Cubic,32.475973446869304,32.475973446869304,TRUE
Armenia,V_ForestAreaPctOfTotal,Cubic,0.13175794286323775,0.13175794286323775,TRUE
Armenia,H_AirPollutionMeanExpPctOfPop,Quadratic,196.6633990719412,196.6633990719412,TRUE
Armenia,H_TotalSuicideRate,Quadratic,105.49226853292977,105.49226853292977,TRUE
Australia,E_GDPPerCapitaConstant,Quadratic,33754.3116500687,33754.3116500687,TRUE
Australia,E_PovertyGap685Headcount,Quadratic,9.642060810440977,9.642060810440977,TRUE
Australia,E_HealthExpenditurePerCapita,Quadratic,13993.381253459884,13993.381253459884,TRUE
Australia,E_ExportsPctOfGDP,Cubic,112.43201608225837,112.43201608225837,TRUE
Australia,E_GiniIndex,Quadratic,52.71640687288834,52.71640687288834,TRUE
Australia,E_EducationExpenditurePctOfGDP,Cubic,20.5597306684072,20.5597306684072,TRUE
Australia,E_LaborTaxPctOfProfits,Quadratic,37.75135613822599,37.75135613822599,TRUE
Australia,E_ConsumerPriceInflation,Cubic,117.54890590111866,117.54890590111866,TRUE
Australia,E_FemaleUnemployment,Cubic,51.03194296258976,51.03194296258976,TRUE
Australia,E_ImportsPctOfGDP,Cubic,82.01405126342424,82.01405126342424,TRUE
Australia,P_GovernmentEffectiveness,Cubic,4.393335905286813,4.393335905286813,TRUE
Australia,P_ControlOfCorruption,Quadratic,6.529834106385035,6.529834106385035,TRUE
Australia,P_RuleOfLaw,Cubic,4.9006116400429365,4.9006116400429365,TRUE
Australia,P_CleanElectionsIndex,Quadratic,0.8351704727323815,0.8351704727323815,TRUE
Australia,S_AccessToCleanFuelsPctOfTotal,Constant,0,0,TRUE
Australia,S_UrbanPopPctOfTotal,Quadratic,1.7194881310838677,1.7194881310838677,TRUE
Australia,S_AccessToElectricityPctOfTotal,Constant,0,0,TRUE
Australia,S_UpperSecEduPctOfTotal,Quadratic,120.13972670958549,120.13972670958549,TRUE
Australia,S_CompulsoryEducationYears,Constant,0,0,TRUE
Australia,S_LaborParticipRateFemale,Cubic,40.17074518320824,40.17074518320824,TRUE
Australia,S_PopulationAged14OrLess,Cubic,4054366.0412110505,4054366.0412110505,TRUE
Australia,V_CO2PerCapita,Quadratic,26.46673104765854,26.46673104765854,TRUE
Australia,V_FertilizerUseKgPerHectare,Quadratic,567.6574530080965,567.6574530080965,TRUE
Australia,V_AgriculturalLandPctOfTotal,Cubic,124.15654366578157,124.15654366578157,TRUE
Australia,V_ForestAreaPctOfTotal,Quadratic,9.374028109715326,9.374028109715326,TRUE
Australia,H_AirPollutionMeanExpPctOfPop,Quadratic,7.408985162463908,7.408985162463908,TRUE
Australia,H_TotalSuicideRate,Cubic,41.13212274662001,41.13212274662001,TRUE
Austria,E_GDPPerCapitaConstant,Quadratic,101453.72064692609,101453.72064692609,TRUE
Austria,E_PovertyGap685Headcount,Quadratic,18.674476402450235,18.674476402450235,TRUE
Austria,E_HealthExpenditurePerCapita,Cubic,13475.491639719994,13475.491639719994,TRUE
Austria,E_ExportsPctOfGDP,Cubic,169.79323985060321,169.79323985060321,TRUE
Austria,E_GiniIndex,Quadratic,28.127364485814493,28.127364485814493,TRUE
Austria,E_EducationExpenditurePctOfGDP,Quadratic,12.978194877633943,12.978194877633943,TRUE
Austria,E_LaborTaxPctOfProfits,Quadratic,16.145553775963638,16.145553775963638,TRUE
Austria,E_ConsumerPriceInflation,Cubic,147.0454641672701,147.0454641672701,TRUE
Austria,E_FemaleUnemployment,Quadratic,50.996979160595345,50.996979160595345,TRUE
Austria,E_ImportsPctOfGDP,Cubic,202.48565406186904,202.48565406186904,TRUE
Austria,P_GovernmentEffectiveness,Cubic,5.699761931345564,5.699761931345564,TRUE
Austria,P_ControlOfCorruption,Quadratic,9.692945711363372,9.692945711363372,TRUE
Austria,P_RuleOfLaw,Cubic,4.752528764178975,4.752528764178975,TRUE
Austria,P_CleanElectionsIndex,Quadratic,1.1864458541528853,1.1864458541528853,TRUE
Austria,S_AccessToCleanFuelsPctOfTotal,Constant,0,0,TRUE
Austria,S_UrbanPopPctOfTotal,Quadratic,17.97954168213267,17.97954168213267,TRUE
Austria,S_AccessToElectricityPctOfTotal,Constant,0,0,TRUE
Austria,S_UpperSecEduPctOfTotal,Cubic,67.81889279075986,67.81889279075986,TRUE
Austria,S_CompulsoryEducationYears,Quadratic,68.5442735665071,68.5442735665071,TRUE
Austria,S_LaborParticipRateFemale,Quadratic,17.977132443228957,17.977132443228957,TRUE
Austria,S_PopulationAged14OrLess,Quadratic,1227189.1848061923,1227189.1848061923,TRUE
Austria,V_CO2PerCapita,Quadratic,17.053913584147494,17.053913584147494,TRUE
Austria,V_FertilizerUseKgPerHectare,Quadratic,1454.781163414238,1454.781163414238,TRUE
Austria,V_AgriculturalLandPctOfTotal,Quadratic,12.536691533949721,12.536691533949721,TRUE
Austria,V_ForestAreaPctOfTotal,Quadratic,1.2164854511621457,1.2164854511621457,TRUE
Austria,H_AirPollutionMeanExpPctOfPop,Cubic,57.25358790773768,57.25358790773768,TRUE
Austria,H_TotalSuicideRate,Quadratic,29.186964643692693,29.186964643692693,TRUE
Azerbaijan,E_GDPPerCapitaConstant,Quadratic,64517.778158683075,64517.778158683075,TRUE
Azerbaijan,E_PovertyGap685Headcount,Constant,0,0,TRUE
Azerbaijan,E_HealthExpenditurePerCapita,Quadratic,4318.085459445375,4318.085459445375,TRUE
Azerbaijan,E_ExportsPctOfGDP,Cubic,396.23876686721775,396.23876686721775,TRUE
Azerbaijan,E_GiniIndex,Constant,0,0,TRUE
Azerbaijan,E_EducationExpenditurePctOfGDP,Cubic,28.738256380647854,28.738256380647854,TRUE
Azerbaijan,E_LaborTaxPctOfProfits,Cubic,11.068521540340283,11.068521540340283,TRUE
Azerbaijan,E_ConsumerPriceInflation,Quadratic,525.6446962948035,525.6446962948035,TRUE
Azerbaijan,E_FemaleUnemployment,Cubic,38.87815475792812,38.87815475792812,TRUE
Azerbaijan,E_ImportsPctOfGDP,Quadratic,669.4141285402224,669.4141285402224,TRUE
Azerbaijan,P_GovernmentEffectiveness,Quadratic,12.25524839739167,12.25524839739167,TRUE
Azerbaijan,P_ControlOfCorruption,Cubic,9.013071811293633,9.013071811293633,TRUE
Azerbaijan,P_RuleOfLaw,Cubic,6.891706641167887,6.891706641167887,TRUE
Azerbaijan,P_CleanElectionsIndex,Cubic,1.7878983495956746,1.7878983495956746,TRUE
Azerbaijan,S_AccessToCleanFuelsPctOfTotal,Quadratic,27.967986452384046,27.967986452384046,TRUE
Azerbaijan,S_UrbanPopPctOfTotal,Cubic,0.7012961933142882,0.7012961933142882,TRUE
Azerbaijan,S_AccessToElectricityPctOfTotal,Quadratic,6.476791785611624,6.476791785611624,TRUE
Azerbaijan,S_UpperSecEduPctOfTotal,Quadratic,96.42884655320496,96.42884655320496,TRUE
Azerbaijan,S_CompulsoryEducationYears,Cubic,25.07285984259794,25.07285984259794,TRUE
Azerbaijan,S_LaborParticipRateFemale,Quadratic,126.10643107550924,126.10643107550924,TRUE
Azerbaijan,S_PopulationAged14OrLess,Cubic,4293300.656774778,4293300.656774778,TRUE
Azerbaijan,V_CO2PerCapita,Quadratic,21.369178590453377,21.369178590453377,TRUE
Azerbaijan,V_FertilizerUseKgPerHectare,Quadratic,627.8562300746895,627.8562300746895,TRUE
Azerbaijan,V_AgriculturalLandPctOfTotal,Cubic,2.3669145884413574,2.3669145884413574,TRUE
Azerbaijan,V_ForestAreaPctOfTotal,Quadratic,3.236279467223963,3.236279467223963,TRUE
Azerbaijan,H_AirPollutionMeanExpPctOfPop,Quadratic,132.76939204702,132.76939204702,TRUE
Azerbaijan,H_TotalSuicideRate,Cubic,8.751831645533395,8.751831645533395,TRUE
Bahrain,E_GDPPerCapitaConstant,Quadratic,91572.55724414178,91572.55724414178,TRUE
Bahrain,E_PovertyGap685Headcount,Cubic,407.13477562659375,407.13477562659375,TRUE
Bahrain,E_HealthExpenditurePerCapita,Quadratic,11175.52541979831,11175.52541979831,TRUE
Bahrain,E_ExportsPctOfGDP,Quadratic,1225.3011206842934,1225.3011206842934,TRUE
Bahrain,E_GiniIndex,Quadratic,183.09463458743568,183.09463458743568,TRUE
Bahrain,E_EducationExpenditurePctOfGDP,Cubic,22.257374131052927,22.257374131052927,TRUE
Bahrain,E_LaborTaxPctOfProfits,Quadratic,24.500092339686415,24.500092339686415,TRUE
Bahrain,E_ConsumerPriceInflation,Cubic,159.37368081795532,159.37368081795532,TRUE
Bahrain,E_FemaleUnemployment,Quadratic,119.63601366972784,119.63601366972784,TRUE
Bahrain,E_ImportsPctOfGDP,Quadratic,913.2406411045498,913.2406411045498,TRUE
Bahrain,P_GovernmentEffectiveness,Cubic,13.020154669660688,13.020154669660688,TRUE
Bahrain,P_ControlOfCorruption,Cubic,14.40559237721312,14.40559237721312,TRUE
Bahrain,P_RuleOfLaw,Quadratic,5.769776481998293,5.769776481998293,TRUE
Bahrain,P_CleanElectionsIndex,Cubic,2.933694961820044,2.933694961820044,TRUE
Bahrain,S_AccessToCleanFuelsPctOfTotal,Constant,0,0,TRUE
Bahrain,S_UrbanPopPctOfTotal,Quadratic,0.13131466349181492,0.13131466349181492,TRUE
Bahrain,S_AccessToElectricityPctOfTotal,Constant,0,0,TRUE
Bahrain,S_UpperSecEduPctOfTotal,Quadratic,400.9004106140218,400.9004106140218,TRUE
Bahrain,S_CompulsoryEducationYears,Constant,0,0,TRUE
Bahrain,S_LaborParticipRateFemale,Cubic,41.84281668915504,41.84281668915504,TRUE
Bahrain,S_PopulationAged14OrLess,Cubic,658092.2840550791,658092.2840550791,TRUE
Bahrain,V_CO2PerCapita,Quadratic,59.056743649252596,59.056743649252596,TRUE
Bahrain,V_FertilizerUseKgPerHectare,Cubic,39750.28332828569,39750.28332828569,TRUE
Bahrain,V_AgriculturalLandPctOfTotal,Cubic,4.799023231694928,4.799023231694928,TRUE
Bahrain,V_ForestAreaPctOfTotal,Quadratic,0.6293099948633681,0.6293099948633681,TRUE
Bahrain,H_AirPollutionMeanExpPctOfPop,Quadratic,196.83244086461258,196.83244086461258,TRUE
Bahrain,H_TotalSuicideRate,Quadratic,33.133156426957044,33.133156426957044,TRUE
Bangladesh,E_GDPPerCapitaConstant,Cubic,3391.988605467328,3391.988605467328,TRUE
Bangladesh,E_PovertyGap685Headcount,Cubic,66.8883975343643,66.8883975343643,TRUE
Bangladesh,E_HealthExpenditurePerCapita,Cubic,350.31513765600965,350.31513765600965,TRUE
Bangladesh,E_ExportsPctOfGDP,Quadratic,175.49880524064866,175.49880524064866,TRUE
Bangladesh,E_GiniIndex,Quadratic,30.05802461300257,30.05802461300257,TRUE
Bangladesh,E_EducationExpenditurePctOfGDP,Cubic,13.332487204102447,13.332487204102447,TRUE
Bangladesh,E_LaborTaxPctOfProfits,Cubic,179.77830047887417,179.77830047887417,TRUE
Bangladesh,E_ConsumerPriceInflation,Cubic,145.2652497515598,145.2652497515598,TRUE
Bangladesh,E_FemaleUnemployment,Quadratic,101.00400758248618,101.00400758248618,TRUE
Bangladesh,E_ImportsPctOfGDP,Quadratic,284.11670868003426,284.11670868003426,TRUE
Bangladesh,P_GovernmentEffectiveness,Cubic,3.2874737646914376,3.2874737646914376,TRUE
Bangladesh,P_ControlOfCorruption,Quadratic,7.227777914137697,7.227777914137697,TRUE
Bangladesh,P_RuleOfLaw,Quadratic,5.955096462836744,5.955096462836744,TRUE
Bangladesh,P_CleanElectionsIndex,Quadratic,14.293911815764474,14.293911815764474,TRUE
Bangladesh,S_AccessToCleanFuelsPctOfTotal,Quadratic,30.35641360722398,30.35641360722398,TRUE
Bangladesh,S_UrbanPopPctOfTotal,Quadratic,1.7517884652722158,1.7517884652722158,TRUE
Bangladesh,S_AccessToElectricityPctOfTotal,Quadratic,356.17622675639933,356.17622675639933,TRUE
Bangladesh,S_UpperSecEduPctOfTotal,Cubic,178.37015655279197,178.37015655279197,TRUE
Bangladesh,S_CompulsoryEducationYears,Constant,0,0,TRUE
Bangladesh,S_LaborParticipRateFemale,Quadratic,79.97147314139451,79.97147314139451,TRUE
Bangladesh,S_PopulationAged14OrLess,Quadratic,19165635.21601362,19165635.21601362,TRUE
Bangladesh,V_CO2PerCapita,Cubic,2.867658467288937,2.867658467288937,TRUE
Bangladesh,V_FertilizerUseKgPerHectare,Cubic,1338.7537356358755,1338.7537356358755,TRUE
Bangladesh,V_AgriculturalLandPctOfTotal,Quadratic,45.62726788310504,45.62726788310504,TRUE
Bangladesh,V_ForestAreaPctOfTotal,Quadratic,0.6276309837479949,0.6276309837479949,TRUE
Bangladesh,H_AirPollutionMeanExpPctOfPop,Cubic,331.8149700102477,331.8149700102477,TRUE
Bangladesh,H_TotalSuicideRate,Cubic,13.768944238894662,13.768944238894662,TRUE
Belarus,E_GDPPerCapitaConstant,Quadratic,60069.82506832434,60069.82506832434,TRUE
Belarus,E_PovertyGap685Headcount,Quadratic,156.70921417640514,156.70921417640514,TRUE
Belarus,E_HealthExpenditurePerCapita,Quadratic,4948.8676402257315,4948.8676402257315,TRUE
Belarus,E_ExportsPctOfGDP,Cubic,797.6192727324448,797.6192727324448,TRUE
Belarus,E_GiniIndex,Cubic,52.93217885023343,52.93217885023343,TRUE
Belarus,E_EducationExpenditurePctOfGDP,Quadratic,35.01639879248539,35.01639879248539,TRUE
Belarus,E_LaborTaxPctOfProfits,Quadratic,91.53534479169201,91.53534479169201,TRUE
Belarus,E_ConsumerPriceInflation,Quadratic,1476.0311066680215,1476.0311066680215,TRUE
Belarus,E_FemaleUnemployment,Quadratic,153.26163679112886,153.26163679112886,TRUE
Belarus,E_ImportsPctOfGDP,Quadratic,589.4528847190286,589.4528847190286,TRUE
Belarus,P_GovernmentEffectiveness,Cubic,21.03523864362431,21.03523864362431,TRUE
Belarus,P_ControlOfCorruption,Cubic,13.839763347143204,13.839763347143204,TRUE
Belarus,P_RuleOfLaw,Cubic,6.7916472775430545,6.7916472775430545,TRUE
Belarus,P_CleanElectionsIndex,Cubic,2.5786117382104354,2.5786117382104354,TRUE
Belarus,S_AccessToCleanFuelsPctOfTotal,Quadratic,5.344549011781191,5.344549011781191,TRUE
Belarus,S_UrbanPopPctOfTotal,Cubic,4.257443013164468,4.257443013164468,TRUE
Belarus,S_AccessToElectricityPctOfTotal,Cubic,28.594908353100383,28.594908353100383,TRUE
Belarus,S_UpperSecEduPctOfTotal,Quadratic,634.5518667848993,634.5518667848993,TRUE
Belarus,S_CompulsoryEducationYears,Cubic,28.199000024691983,28.199000024691983,TRUE
Belarus,S_LaborParticipRateFemale,Cubic,23.72033763175139,23.72033763175139,TRUE
Belarus,S_PopulationAged14OrLess,Cubic,3064482.183450763,3064482.183450763,TRUE
Belarus,V_CO2PerCapita,Quadratic,18.388081338163104,18.388081338163104,TRUE
Belarus,V_FertilizerUseKgPerHectare,Quadratic,3499.465104311726,3499.465104311726,TRUE
Belarus,V_AgriculturalLandPctOfTotal,Quadratic,16.537739006411332,16.537739006411332,TRUE
Belarus,V_ForestAreaPctOfTotal,Quadratic,10.812158283710884,10.812158283710884,TRUE
Belarus,H_AirPollutionMeanExpPctOfPop,Quadratic,87.57855179630667,87.57855179630667,TRUE
Belarus,H_TotalSuicideRate,Cubic,164.12150823584113,164.12150823584113,TRUE
Belgium,E_GDPPerCapitaConstant,Cubic,86156.40264124343,86156.40264124343,TRUE
Belgium,E_PovertyGap685Headcount,Quadratic,10.03485225026039,10.03485225026039,TRUE
Belgium,E_HealthExpenditurePerCapita,Cubic,9042.913367479734,9042.913367479734,TRUE
Belgium,E_ExportsPctOfGDP,Cubic,303.5800667294431,303.5800667294431,TRUE
